Timestamp,DMM_Voltage,PSU_Voltage,Mode,ESS_State,Cycle,Event
2026-06-30 10:46:28,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:29,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:31,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:32,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:34,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:35,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:37,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:40,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:40,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:41,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:43,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:44,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:45,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:46,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:48,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:49,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:50,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:51,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:53,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:54,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:56,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:57,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:46:59,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:00,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:02,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:05,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:06,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:09,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:09,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:11,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:12,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:16,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:17,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:18,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:20,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:21,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:23,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:25,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:27,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:27,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:29,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:30,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:32,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:33,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:35,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:36,0.0,0.0,manual,IDLE,0,Waiting
2026-06-30 10:47:38,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:47:40,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:47:41,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:47:42,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:47:44,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:47:45,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:47:53,0.0,1.978,auto,CYCLE_1_ON,1,Cycle 1 ON
2026-06-30 10:47:53,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:47:53,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:47:53,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:47:54,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:47:54,0.0,0.0,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:48:02,-0.0134,1.978,auto,CYCLE_2_ON,2,Cycle 2 ON
2026-06-30 10:48:02,0.0,1.978,auto,CYCLE_2_OFF,2,Cycle 2 OFF
2026-06-30 10:48:02,0.0,1.978,auto,CYCLE_2_OFF,2,Cycle 2 OFF
2026-06-30 10:48:02,0.0,1.978,auto,CYCLE_2_OFF,2,Cycle 2 OFF
2026-06-30 10:48:02,0.0,1.978,auto,CYCLE_2_OFF,2,Cycle 2 OFF
2026-06-30 10:48:10,0.0067,1.978,auto,CYCLE_3_ON,3,Cycle 3 ON
2026-06-30 10:48:10,0.0,1.978,auto,CYCLE_3_OFF,3,Cycle 3 OFF
2026-06-30 10:48:10,0.0,1.978,auto,CYCLE_3_OFF,3,Cycle 3 OFF
2026-06-30 10:48:10,0.0,1.978,auto,CYCLE_3_OFF,3,Cycle 3 OFF
2026-06-30 10:48:10,0.0,1.978,auto,CYCLE_3_OFF,3,Cycle 3 OFF
2026-06-30 10:48:17,0.0216,1.978,auto,CYCLE_4_ON,4,Cycle 4 ON
2026-06-30 10:48:17,0.0,1.978,auto,CYCLE_4_OFF,4,Cycle 4 OFF
2026-06-30 10:48:17,0.0,1.978,auto,CYCLE_4_OFF,4,Cycle 4 OFF
2026-06-30 10:48:17,0.0,1.978,auto,CYCLE_4_OFF,4,Cycle 4 OFF
2026-06-30 10:48:18,0.0,1.978,auto,CYCLE_4_OFF,4,Cycle 4 OFF
2026-06-30 10:48:18,0.0,0.0,auto,CYCLE_4_OFF,4,Cycle 4 OFF
2026-06-30 10:48:20,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:21,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:23,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:25,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:26,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:28,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:29,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:30,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:32,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:34,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:35,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:36,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:38,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:39,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:41,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:42,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:44,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:45,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:47,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:49,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:50,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:52,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:53,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:55,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:56,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:57,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:48:59,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:49:00,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:49:02,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:49:04,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:49:05,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:49:06,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:49:08,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:49:09,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:49:11,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:49:12,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-30 10:49:14,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:49:15,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:49:17,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:49:18,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:49:20,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:49:21,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:49:23,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-30 10:49:31,-0.0146,1.978,auto,CYCLE_1_ON,1,Cycle 1 ON
2026-06-30 10:49:38,1.9777,1.978,auto,CYCLE_1_ON,1,Cycle 1 ON
2026-06-30 10:49:38,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:49:38,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:49:38,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:49:38,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:49:38,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:49:38,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:49:38,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-30 10:49:38,0.0,1.978,auto,CYCLE_1_OFF,1,Cycle 1 OFF
