Timestamp,DMM_Voltage,PSU_Voltage,Mode,ESS_State,Cycle,Event
2026-06-25 15:18:26,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:18:48,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:18:49,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:18:50,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:18:51,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:18:52,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:18:53,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:18:55,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:18:56,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:18:58,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:18:59,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:01,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:02,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:02,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:03,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:04,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:05,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:05,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:07,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:08,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:09,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:11,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:12,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:14,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:15,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:17,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:18,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:20,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:21,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:27,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:30,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:30,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:32,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:33,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:35,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:36,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:39,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:41,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:42,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:44,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:46,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:47,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:48,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:50,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:51,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:53,0.0,2.01,manual,IDLE,0,Waiting
2026-06-25 15:19:54,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:56,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:57,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:19:59,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:20:00,0.0,0.0,manual,IDLE,0,Waiting
2026-06-25 15:20:02,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-25 15:20:03,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-25 15:20:05,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-25 15:20:06,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-25 15:20:08,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-25 15:20:09,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-25 15:20:11,0.0,0.0,auto,INITIAL_DELAY,0,Waiting Initial Delay
2026-06-25 15:20:18,0.0069,2.008,auto,CYCLE_1_ON,1,Cycle 1 ON
2026-06-25 15:20:18,0.0,2.008,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-25 15:20:19,0.0,2.008,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-25 15:20:19,0.0,2.008,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-25 15:20:19,0.0,2.008,auto,CYCLE_1_OFF,1,Cycle 1 OFF
2026-06-25 15:20:26,0.0072,2.008,auto,CYCLE_2_ON,2,Cycle 2 ON
2026-06-25 15:20:26,0.0,2.008,auto,CYCLE_2_OFF,2,Cycle 2 OFF
2026-06-25 15:20:26,0.0,2.008,auto,CYCLE_2_OFF,2,Cycle 2 OFF
2026-06-25 15:20:26,0.0,2.008,auto,CYCLE_2_OFF,2,Cycle 2 OFF
2026-06-25 15:20:26,0.0,2.008,auto,CYCLE_2_OFF,2,Cycle 2 OFF
2026-06-25 15:20:27,0.0,0.0,auto,CYCLE_2_OFF,2,Cycle 2 OFF
2026-06-25 15:20:35,-0.0132,2.008,auto,CYCLE_3_ON,3,Cycle 3 ON
2026-06-25 15:20:35,0.0,2.008,auto,CYCLE_3_OFF,3,Cycle 3 OFF
2026-06-25 15:20:35,0.0,2.008,auto,CYCLE_3_OFF,3,Cycle 3 OFF
2026-06-25 15:20:35,0.0,2.008,auto,CYCLE_3_OFF,3,Cycle 3 OFF
2026-06-25 15:20:35,0.0,2.008,auto,CYCLE_3_OFF,3,Cycle 3 OFF
2026-06-25 15:20:42,0.0076,2.008,auto,CYCLE_4_ON,4,Cycle 4 ON
2026-06-25 15:20:42,0.0,2.008,auto,CYCLE_4_OFF,4,Cycle 4 OFF
2026-06-25 15:20:43,0.0,2.008,auto,CYCLE_4_OFF,4,Cycle 4 OFF
2026-06-25 15:20:43,0.0,2.008,auto,CYCLE_4_OFF,4,Cycle 4 OFF
2026-06-25 15:20:43,0.0,2.008,auto,CYCLE_4_OFF,4,Cycle 4 OFF
2026-06-25 15:20:44,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-25 15:20:45,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-25 15:20:47,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-25 15:20:48,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-25 15:20:50,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-25 15:20:51,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-25 15:20:53,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-25 15:20:54,0.0,0.0,manual,COMPLETE,4,ESS Completed
2026-06-25 15:20:56,0.0,0.0,manual,COMPLETE,4,ESS Completed
